supplier_id,record_date,severity_level,category_of_violation,root_cause_category,corrective_actions_suggested,affected_product,process_involved,tone_of_letter,length_of_letter,deadline_for_resolution,resolution_status,follow_up_actions
S770,2023-05-16,Minor,Safety,Equipment Malfunction,1,Product A,Shipping,Urgent,968,13,Unresolved,0
S770,2024-02-16,Moderate,Regulatory,Human Error,0,Product B,Manufacturing,Formal,403,25,Resolved,0
S770,2024-09-17,Moderate,Safety,Human Error,0,Product A,Packaging,Urgent,280,5,Resolved,0
S770,2023-03-24,Critical,Documentation,Human Error,0,Product B,Testing,Formal,308,29,Resolved,1
S770,2024-12-14,Critical,Documentation,Human Error,1,Product A,Packaging,Formal,597,14,Unresolved,0
S770,2024-01-16,Critical,Documentation,Process Failure,1,Product C,Shipping,Formal,180,12,Pending,0
S770,2024-08-15,Moderate,Documentation,Process Failure,0,Product D,Shipping,Formal,446,27,Resolved,0
S770,2024-02-10,Critical,Regulatory,Process Failure,0,Product D,Shipping,Urgent,932,21,Unresolved,1
S770,2024-11-22,Minor,Documentation,Process Failure,1,Product C,Manufacturing,Formal,420,20,Unresolved,1
S770,2023-09-18,Minor,Documentation,Process Failure,0,Product B,Packaging,Formal,749,9,Resolved,0
S770,2024-04-20,Moderate,Documentation,Human Error,1,Product C,Manufacturing,Formal,172,17,Resolved,1
S770,2024-04-07,Moderate,Safety,Human Error,1,Product D,Testing,Urgent,540,6,Resolved,1
S770,2024-09-15,Critical,Regulatory,Human Error,1,Product A,Packaging,Urgent,699,4,Pending,1
S770,2023-11-02,Moderate,Safety,Process Failure,1,Product C,Testing,Urgent,794,29,Resolved,1
S770,2023-03-11,Moderate,Regulatory,Human Error,1,Product D,Packaging,Formal,681,29,Unresolved,0
S770,2024-10-29,Critical,Documentation,Equipment Malfunction,1,Product A,Shipping,Formal,569,22,Unresolved,1
S770,2023-08-12,Critical,Regulatory,Equipment Malfunction,1,Product B,Testing,Urgent,808,29,Unresolved,0
S770,2023-05-03,Minor,Quality,Process Failure,1,Product A,Shipping,Warning,357,14,Resolved,0
S771,2024-04-26,Critical,Documentation,Equipment Malfunction,1,Product D,Packaging,Warning,650,13,Pending,0
S771,2024-08-19,Moderate,Documentation,Human Error,0,Product D,Testing,Warning,335,21,Unresolved,1
S771,2023-12-20,Moderate,Quality,Process Failure,0,Product D,Testing,Formal,145,25,Resolved,1
S771,2023-12-28,Critical,Regulatory,Human Error,1,Product C,Manufacturing,Warning,835,12,Unresolved,1
S771,2024-02-10,Minor,Quality,Process Failure,1,Product C,Packaging,Warning,211,1,Pending,1
S771,2024-06-07,Critical,Documentation,Equipment Malfunction,1,Product A,Packaging,Formal,142,1,Resolved,0
S771,2023-01-09,Minor,Quality,Process Failure,0,Product D,Packaging,Formal,863,6,Resolved,0
S771,2024-12-02,Minor,Safety,Equipment Malfunction,0,Product B,Packaging,Urgent,353,6,Resolved,0
S771,2024-01-29,Minor,Safety,Process Failure,1,Product D,Packaging,Urgent,328,25,Resolved,0
S771,2023-02-26,Critical,Quality,Equipment Malfunction,0,Product A,Manufacturing,Urgent,771,2,Resolved,0
S771,2024-06-08,Moderate,Documentation,Process Failure,0,Product C,Manufacturing,Formal,650,16,Pending,0
S771,2023-05-27,Critical,Quality,Process Failure,0,Product B,Shipping,Urgent,173,21,Pending,0
S771,2023-03-17,Critical,Safety,Equipment Malfunction,0,Product A,Testing,Warning,391,6,Unresolved,0
S771,2024-04-14,Minor,Quality,Human Error,1,Product B,Testing,Urgent,691,15,Unresolved,1
S771,2023-07-31,Critical,Documentation,Equipment Malfunction,1,Product C,Testing,Warning,832,11,Pending,0
S771,2024-07-23,Moderate,Documentation,Process Failure,0,Product B,Manufacturing,Formal,265,29,Resolved,1
S771,2024-08-31,Critical,Regulatory,Equipment Malfunction,0,Product C,Packaging,Warning,213,8,Resolved,0
S771,2024-03-07,Critical,Quality,Equipment Malfunction,0,Product B,Testing,Urgent,965,17,Resolved,0
S771,2024-12-06,Moderate,Documentation,Process Failure,0,Product D,Shipping,Formal,355,6,Unresolved,0
S771,2023-03-10,Moderate,Safety,Human Error,1,Product C,Manufacturing,Warning,902,17,Pending,0
S771,2024-03-14,Critical,Documentation,Process Failure,1,Product B,Packaging,Formal,986,9,Resolved,1
S771,2023-10-07,Moderate,Regulatory,Human Error,0,Product B,Shipping,Urgent,922,13,Unresolved,0
S771,2023-10-03,Moderate,Safety,Equipment Malfunction,0,Product D,Shipping,Urgent,346,3,Resolved,1
S771,2024-01-15,Critical,Regulatory,Human Error,1,Product C,Shipping,Warning,403,27,Pending,1
S771,2024-09-07,Moderate,Quality,Process Failure,0,Product B,Shipping,Warning,971,12,Pending,1
S771,2023-12-16,Moderate,Quality,Equipment Malfunction,0,Product C,Manufacturing,Urgent,852,28,Pending,0
S771,2023-07-26,Moderate,Safety,Human Error,0,Product B,Shipping,Urgent,447,9,Pending,1
S771,2023-10-11,Critical,Safety,Human Error,1,Product B,Packaging,Warning,678,19,Resolved,1
S771,2024-05-08,Minor,Regulatory,Equipment Malfunction,0,Product D,Manufacturing,Formal,985,14,Pending,1
S771,2023-09-12,Moderate,Documentation,Process Failure,0,Product D,Manufacturing,Urgent,615,23,Pending,0
S771,2023-04-10,Critical,Safety,Equipment Malfunction,0,Product C,Shipping,Warning,570,1,Unresolved,0
S771,2024-11-22,Minor,Regulatory,Equipment Malfunction,1,Product D,Packaging,Warning,610,10,Unresolved,1
S771,2024-01-14,Moderate,Quality,Process Failure,0,Product A,Shipping,Warning,819,22,Unresolved,0
S771,2024-01-27,Moderate,Documentation,Equipment Malfunction,1,Product B,Manufacturing,Urgent,479,15,Unresolved,0
S771,2024-09-23,Minor,Safety,Process Failure,1,Product B,Testing,Urgent,651,28,Pending,1
S771,2023-11-17,Moderate,Documentation,Process Failure,1,Product B,Testing,Urgent,208,6,Unresolved,0
S771,2023-05-09,Moderate,Safety,Human Error,0,Product B,Testing,Urgent,748,22,Pending,1
S772,2023-06-15,Minor,Quality,Human Error,0,Product C,Packaging,Formal,701,26,Pending,1
S772,2024-10-12,Minor,Documentation,Human Error,1,Product D,Packaging,Formal,596,4,Pending,1
S772,2024-10-26,Critical,Regulatory,Process Failure,0,Product B,Testing,Urgent,660,15,Pending,1
S772,2023-12-19,Minor,Regulatory,Equipment Malfunction,0,Product B,Testing,Formal,327,25,Resolved,1
S772,2024-09-29,Critical,Quality,Process Failure,1,Product A,Manufacturing,Formal,460,26,Unresolved,1
S772,2024-07-23,Critical,Regulatory,Human Error,1,Product B,Packaging,Urgent,857,19,Unresolved,1
S772,2023-08-10,Minor,Safety,Human Error,1,Product C,Manufacturing,Urgent,507,22,Unresolved,0
S772,2024-09-21,Critical,Quality,Equipment Malfunction,1,Product D,Testing,Warning,457,10,Unresolved,0
S772,2024-05-05,Critical,Regulatory,Equipment Malfunction,0,Product D,Packaging,Formal,438,15,Unresolved,1
S772,2023-09-20,Minor,Regulatory,Human Error,1,Product A,Packaging,Warning,537,14,Unresolved,1
S772,2023-02-07,Critical,Quality,Process Failure,1,Product D,Manufacturing,Urgent,541,5,Unresolved,0
S772,2023-03-11,Critical,Quality,Human Error,0,Product D,Packaging,Formal,219,5,Resolved,0
S772,2023-09-14,Moderate,Regulatory,Human Error,0,Product A,Manufacturing,Urgent,663,8,Unresolved,0
S772,2024-06-23,Minor,Quality,Equipment Malfunction,1,Product B,Testing,Urgent,234,24,Resolved,0
S772,2023-04-08,Moderate,Regulatory,Equipment Malfunction,1,Product C,Shipping,Warning,248,12,Pending,1
S772,2023-06-22,Critical,Documentation,Human Error,0,Product B,Manufacturing,Urgent,357,19,Resolved,0
S772,2023-03-07,Minor,Quality,Human Error,1,Product A,Testing,Warning,666,5,Pending,0
S772,2023-11-12,Critical,Safety,Equipment Malfunction,0,Product B,Shipping,Urgent,100,8,Pending,1
S772,2024-08-10,Moderate,Regulatory,Process Failure,0,Product C,Packaging,Formal,167,29,Resolved,1
S772,2023-06-15,Moderate,Safety,Equipment Malfunction,0,Product D,Packaging,Warning,758,10,Resolved,1
S772,2024-06-28,Minor,Safety,Human Error,0,Product D,Packaging,Formal,951,19,Pending,1
S772,2023-03-29,Critical,Safety,Process Failure,0,Product A,Shipping,Urgent,284,29,Resolved,0
S772,2023-05-15,Minor,Regulatory,Equipment Malfunction,0,Product C,Packaging,Urgent,654,15,Resolved,0
S772,2023-12-26,Critical,Quality,Equipment Malfunction,1,Product C,Packaging,Warning,366,9,Resolved,0
S772,2024-02-14,Minor,Regulatory,Human Error,1,Product B,Testing,Warning,868,28,Unresolved,0
S772,2024-06-18,Critical,Documentation,Human Error,1,Product A,Testing,Formal,641,7,Unresolved,0
S772,2024-04-23,Critical,Quality,Equipment Malfunction,0,Product D,Manufacturing,Urgent,998,6,Resolved,0
S772,2023-04-29,Moderate,Quality,Human Error,0,Product B,Testing,Urgent,919,3,Unresolved,1
S773,2024-06-27,Critical,Regulatory,Human Error,1,Product B,Shipping,Warning,401,16,Pending,0
S773,2024-05-03,Minor,Documentation,Human Error,0,Product A,Shipping,Formal,625,4,Pending,0
S773,2024-02-02,Critical,Safety,Process Failure,1,Product C,Testing,Formal,510,7,Unresolved,1
S773,2024-03-09,Minor,Safety,Human Error,1,Product B,Shipping,Urgent,421,18,Resolved,0
S773,2023-03-03,Minor,Safety,Human Error,1,Product B,Packaging,Urgent,997,24,Resolved,0
S773,2024-06-26,Critical,Documentation,Process Failure,1,Product D,Packaging,Formal,872,2,Resolved,1
S773,2024-09-19,Critical,Quality,Human Error,0,Product A,Packaging,Warning,501,7,Resolved,0
S773,2024-06-20,Moderate,Documentation,Equipment Malfunction,0,Product D,Packaging,Warning,395,25,Pending,1
S773,2024-06-27,Minor,Regulatory,Process Failure,1,Product B,Shipping,Urgent,533,6,Unresolved,1
S773,2024-01-03,Minor,Quality,Human Error,1,Product B,Testing,Warning,231,25,Resolved,1
S773,2024-07-10,Critical,Safety,Process Failure,0,Product D,Shipping,Formal,893,19,Unresolved,1
S773,2024-09-13,Moderate,Documentation,Process Failure,1,Product D,Shipping,Warning,239,19,Resolved,1
S773,2023-09-30,Moderate,Documentation,Process Failure,0,Product B,Testing,Formal,751,26,Pending,1
S773,2023-06-04,Critical,Quality,Human Error,1,Product B,Testing,Warning,130,4,Unresolved,1
S773,2023-07-12,Moderate,Documentation,Process Failure,1,Product A,Packaging,Warning,958,24,Pending,1
S773,2024-02-05,Minor,Regulatory,Human Error,0,Product A,Manufacturing,Warning,563,8,Unresolved,1
S773,2024-10-29,Critical,Regulatory,Process Failure,1,Product B,Testing,Warning,861,16,Resolved,1
S773,2024-05-17,Minor,Regulatory,Human Error,0,Product D,Testing,Warning,869,12,Unresolved,0
S773,2023-06-16,Moderate,Documentation,Process Failure,1,Product C,Shipping,Urgent,734,17,Resolved,1
S774,2024-07-06,Minor,Safety,Human Error,1,Product A,Testing,Urgent,519,2,Unresolved,0
S774,2023-08-30,Moderate,Quality,Process Failure,1,Product D,Manufacturing,Urgent,136,19,Unresolved,0
S774,2024-01-24,Minor,Regulatory,Process Failure,1,Product D,Testing,Urgent,748,19,Unresolved,0
S774,2023-06-08,Moderate,Documentation,Human Error,0,Product D,Testing,Urgent,336,14,Pending,1
S774,2024-04-08,Minor,Safety,Process Failure,1,Product C,Shipping,Warning,835,25,Unresolved,0
S774,2024-11-16,Moderate,Quality,Process Failure,1,Product C,Manufacturing,Urgent,561,22,Unresolved,0
S774,2023-10-28,Moderate,Safety,Equipment Malfunction,0,Product A,Shipping,Warning,465,29,Unresolved,0
S774,2023-10-01,Minor,Quality,Human Error,1,Product B,Shipping,Formal,230,26,Resolved,1
S774,2023-01-08,Minor,Safety,Process Failure,1,Product B,Shipping,Urgent,624,10,Resolved,0
S774,2023-10-03,Critical,Safety,Process Failure,1,Product A,Testing,Formal,979,16,Resolved,0
S774,2024-01-23,Critical,Quality,Process Failure,0,Product C,Manufacturing,Formal,305,10,Resolved,1
S774,2023-08-05,Moderate,Regulatory,Human Error,1,Product C,Manufacturing,Formal,934,6,Unresolved,1
S774,2023-09-02,Minor,Quality,Process Failure,1,Product A,Packaging,Warning,444,13,Resolved,0
S774,2023-12-27,Minor,Documentation,Human Error,1,Product B,Shipping,Urgent,224,2,Pending,0
S774,2024-01-17,Moderate,Documentation,Equipment Malfunction,0,Product B,Packaging,Warning,863,13,Resolved,0
S774,2024-04-27,Critical,Safety,Equipment Malfunction,0,Product C,Shipping,Warning,189,22,Resolved,1
S774,2024-07-18,Moderate,Quality,Process Failure,1,Product C,Shipping,Formal,666,14,Pending,0
S774,2024-05-09,Moderate,Documentation,Process Failure,0,Product B,Manufacturing,Urgent,582,14,Resolved,1
S774,2024-01-16,Minor,Regulatory,Equipment Malfunction,1,Product B,Packaging,Warning,141,10,Resolved,1
S774,2024-04-07,Moderate,Safety,Human Error,1,Product C,Manufacturing,Urgent,603,3,Resolved,0
S774,2024-10-12,Moderate,Quality,Process Failure,1,Product C,Packaging,Formal,595,7,Unresolved,0
S774,2024-12-26,Moderate,Regulatory,Equipment Malfunction,1,Product A,Testing,Formal,499,5,Unresolved,0
S774,2024-07-06,Critical,Safety,Equipment Malfunction,1,Product B,Manufacturing,Formal,964,16,Unresolved,0
S774,2024-09-01,Moderate,Safety,Process Failure,1,Product C,Testing,Urgent,523,4,Unresolved,1
S774,2023-05-28,Moderate,Documentation,Process Failure,1,Product C,Packaging,Warning,939,12,Resolved,0
S774,2024-07-27,Moderate,Regulatory,Human Error,0,Product D,Shipping,Warning,559,21,Pending,1
S774,2024-11-19,Minor,Quality,Equipment Malfunction,1,Product B,Packaging,Warning,412,16,Resolved,1
S774,2023-02-26,Minor,Quality,Equipment Malfunction,1,Product C,Packaging,Warning,379,2,Pending,0
S774,2024-01-26,Moderate,Regulatory,Equipment Malfunction,1,Product B,Manufacturing,Urgent,837,2,Unresolved,1
S774,2024-05-25,Critical,Quality,Human Error,0,Product A,Testing,Warning,756,29,Unresolved,0
S774,2024-05-10,Minor,Regulatory,Process Failure,0,Product B,Testing,Formal,821,13,Resolved,0
S774,2024-05-28,Moderate,Documentation,Human Error,1,Product A,Manufacturing,Formal,175,14,Unresolved,0
S774,2023-06-04,Moderate,Safety,Equipment Malfunction,1,Product C,Manufacturing,Formal,622,12,Resolved,0
S774,2023-05-09,Minor,Quality,Process Failure,1,Product A,Packaging,Warning,529,29,Resolved,0
S775,2023-10-16,Moderate,Safety,Process Failure,1,Product C,Testing,Formal,643,16,Resolved,0
S775,2023-03-14,Critical,Quality,Equipment Malfunction,1,Product C,Manufacturing,Formal,794,16,Pending,0
S775,2024-07-10,Minor,Safety,Process Failure,1,Product A,Testing,Warning,286,24,Resolved,1
S775,2023-12-30,Critical,Safety,Human Error,1,Product C,Testing,Warning,902,2,Unresolved,0
S775,2023-04-09,Minor,Regulatory,Human Error,0,Product B,Manufacturing,Formal,607,11,Unresolved,1
S775,2024-07-20,Minor,Quality,Human Error,1,Product B,Packaging,Warning,184,22,Resolved,1
S775,2023-02-18,Minor,Documentation,Human Error,1,Product B,Testing,Formal,974,27,Unresolved,0
S775,2023-03-19,Minor,Quality,Human Error,1,Product C,Manufacturing,Formal,579,5,Unresolved,0
S775,2024-08-01,Minor,Regulatory,Human Error,0,Product C,Packaging,Urgent,136,14,Pending,1
S775,2023-04-13,Minor,Regulatory,Equipment Malfunction,1,Product C,Testing,Formal,501,18,Unresolved,1
S775,2024-06-27,Moderate,Quality,Process Failure,1,Product A,Packaging,Urgent,402,10,Pending,1
S775,2024-02-18,Critical,Regulatory,Process Failure,0,Product B,Packaging,Urgent,650,29,Unresolved,1
S775,2023-11-19,Critical,Documentation,Process Failure,0,Product C,Shipping,Urgent,289,13,Pending,1
S775,2023-10-30,Critical,Documentation,Process Failure,1,Product D,Shipping,Formal,842,26,Unresolved,1
S775,2024-11-29,Critical,Quality,Equipment Malfunction,1,Product D,Shipping,Urgent,579,18,Pending,1
S775,2024-03-22,Moderate,Quality,Equipment Malfunction,0,Product D,Testing,Warning,706,18,Unresolved,0
S775,2024-04-15,Critical,Safety,Process Failure,1,Product D,Testing,Warning,470,15,Pending,0
S775,2023-12-16,Minor,Regulatory,Process Failure,0,Product A,Shipping,Urgent,233,4,Unresolved,1
S775,2023-02-21,Moderate,Safety,Equipment Malfunction,0,Product A,Packaging,Warning,746,19,Resolved,1
S775,2024-06-12,Critical,Documentation,Human Error,1,Product B,Packaging,Formal,888,28,Pending,1
S775,2024-09-03,Critical,Regulatory,Process Failure,1,Product B,Testing,Warning,260,10,Pending,0
S775,2024-05-31,Moderate,Regulatory,Human Error,1,Product D,Shipping,Urgent,398,26,Resolved,0
S775,2023-05-29,Minor,Documentation,Human Error,0,Product A,Shipping,Formal,113,20,Unresolved,0
S775,2024-02-12,Minor,Quality,Equipment Malfunction,1,Product A,Shipping,Urgent,771,25,Pending,0
S775,2023-07-27,Moderate,Quality,Equipment Malfunction,1,Product B,Shipping,Formal,626,21,Unresolved,0
S775,2024-01-08,Minor,Regulatory,Process Failure,1,Product C,Testing,Warning,325,29,Resolved,0
S775,2023-08-30,Moderate,Quality,Equipment Malfunction,0,Product B,Testing,Urgent,690,23,Pending,0
S775,2024-05-22,Moderate,Documentation,Human Error,1,Product A,Shipping,Urgent,464,6,Pending,1
S775,2024-11-20,Critical,Documentation,Human Error,1,Product D,Shipping,Warning,931,20,Unresolved,0
S775,2024-12-05,Critical,Documentation,Human Error,0,Product B,Shipping,Formal,756,21,Pending,1
S775,2024-07-16,Moderate,Documentation,Equipment Malfunction,0,Product D,Packaging,Formal,890,24,Resolved,0
S775,2024-08-19,Moderate,Regulatory,Human Error,0,Product A,Manufacturing,Warning,529,2,Pending,1
S775,2024-11-13,Critical,Documentation,Human Error,1,Product D,Testing,Warning,410,20,Pending,1
S775,2024-06-14,Critical,Documentation,Equipment Malfunction,0,Product A,Packaging,Urgent,259,20,Resolved,0
S775,2023-03-06,Critical,Regulatory,Equipment Malfunction,0,Product D,Manufacturing,Formal,842,5,Unresolved,1
S775,2023-12-29,Critical,Quality,Equipment Malfunction,1,Product B,Manufacturing,Formal,379,26,Unresolved,0
S775,2023-08-20,Critical,Documentation,Equipment Malfunction,0,Product B,Manufacturing,Urgent,616,13,Pending,0
S775,2023-07-28,Minor,Regulatory,Human Error,0,Product B,Testing,Formal,189,17,Pending,0
S775,2024-07-22,Critical,Quality,Human Error,1,Product C,Packaging,Formal,676,18,Resolved,1
S775,2023-09-06,Critical,Documentation,Human Error,1,Product B,Packaging,Formal,853,16,Resolved,0
S775,2024-06-25,Moderate,Safety,Human Error,0,Product A,Shipping,Warning,723,27,Resolved,1
S775,2023-11-27,Moderate,Quality,Human Error,0,Product A,Manufacturing,Formal,843,12,Resolved,1
S775,2024-07-12,Minor,Regulatory,Human Error,1,Product A,Testing,Formal,633,4,Resolved,1
S775,2023-03-17,Minor,Regulatory,Equipment Malfunction,0,Product B,Shipping,Urgent,783,28,Pending,1
S775,2023-08-11,Minor,Regulatory,Equipment Malfunction,0,Product D,Shipping,Formal,193,11,Resolved,1
S775,2023-10-09,Minor,Quality,Process Failure,1,Product A,Shipping,Urgent,513,17,Resolved,0
S776,2023-10-27,Moderate,Regulatory,Human Error,0,Product D,Packaging,Formal,851,28,Unresolved,0
S776,2024-03-25,Critical,Safety,Equipment Malfunction,0,Product B,Testing,Warning,103,27,Resolved,0
S776,2023-01-12,Minor,Quality,Human Error,0,Product D,Testing,Formal,789,9,Resolved,0
S776,2024-10-24,Minor,Quality,Equipment Malfunction,1,Product D,Manufacturing,Formal,138,24,Resolved,1
S776,2023-12-25,Critical,Documentation,Human Error,0,Product B,Manufacturing,Urgent,702,11,Pending,0
S776,2024-11-28,Critical,Documentation,Human Error,0,Product B,Packaging,Warning,650,17,Resolved,1
S776,2024-12-06,Minor,Quality,Equipment Malfunction,0,Product A,Manufacturing,Formal,164,28,Unresolved,1
S776,2023-09-23,Critical,Regulatory,Human Error,1,Product C,Packaging,Urgent,809,29,Unresolved,0
S776,2023-10-17,Critical,Regulatory,Process Failure,1,Product A,Testing,Warning,582,7,Pending,1
S776,2023-11-23,Minor,Regulatory,Human Error,0,Product C,Manufacturing,Urgent,403,3,Resolved,1
S776,2023-04-18,Critical,Safety,Human Error,1,Product A,Packaging,Urgent,622,29,Pending,1
S776,2023-02-07,Critical,Quality,Equipment Malfunction,0,Product C,Packaging,Urgent,492,28,Pending,1
S776,2023-04-28,Critical,Quality,Equipment Malfunction,1,Product D,Testing,Urgent,568,16,Unresolved,0
S776,2024-02-21,Moderate,Quality,Equipment Malfunction,0,Product C,Testing,Warning,667,14,Resolved,1
